12, 12, 9.1718e-05, 0, 0
13, 13, 7.666e-05, 0, 0
6, 6, 5.1159e-05, 0, 0
8, 8, 6.2592e-05, 0, 0
6, 6, 5.7312e-05, 0, 0
2, 2, 4.2487e-05, 0, 0
4, 4, 4.6846e-05, 0, 0
13, 13, 8.2147e-05, 0, 0
14, 14, 8.8365e-05, 0, 0
2, 2, 4.5509e-05, 0, 0
8, 8, 6.81e-05, 0, 0
7, 7, 6.677e-05, 0, 0
6, 6, 6.2495e-05, 0, 0
13, 13, 8.6526e-05, 0, 0
4, 4, 5.0061e-05, 0, 0
2, 2, 4.718e-05, 0, 0
14, 14, 0.000119392, 0, 0
12, 12, 8.4381e-05, 0, 0
12, 12, 0.000106885, 0, 0
6, 6, 5.9085e-05, 0, 0
9, 9, 7.4807e-05, 0, 0
3, 3, 5.0881e-05, 0, 0
8, 8, 6.9088e-05, 0, 0
9, 9, 8.8113e-05, 0, 0
14, 14, 8.9064e-05, 0, 0
11, 11, 7.9754e-05, 0, 0
9, 9, 0.00279714, 0, 0
15, 15, 8.2388e-05, 0, 0
14, 14, 7.7729e-05, 0, 0
15, 15, 7.9998e-05, 0, 0
10, 10, 0.000141058, 0, 0
12, 12, 7.4822e-05, 0, 0
10, 10, 8.0105e-05, 0, 0
15, 15, 9.9785e-05, 0, 0
0, 0, 3.0394e-05, 0, 0
12, 12, 7.1962e-05, 0, 0
15, 15, 7.8599e-05, 0, 0
12, 12, 7.5883e-05, 0, 0
8, 8, 6.3453e-05, 0, 0
11, 11, 7.1624e-05, 0, 0
7, 7, 6.1262e-05, 0, 0
6, 6, 0.000194463, 0, 0
16, 16, 8.8303e-05, 0, 0
0, 0, 3.4262e-05, 0, 0
5, 5, 5.2276e-05, 0, 0
9, 9, 6.4666e-05, 0, 0
8, 8, 6.2943e-05, 0, 0
7, 7, 5.9243e-05, 0, 0
7, 7, 5.6384e-05, 0, 0
13, 13, 7.8566e-05, 0, 0
4, 4, 7.0207e-05, 0, 0
0, 0, 3.4122e-05, 0, 0
5, 5, 5.2535e-05, 0, 0
15, 15, 8.4182e-05, 0, 0
10, 10, 0.000118195, 0, 0
9, 9, 6.3958e-05, 0, 0
11, 11, 0.00010523, 0, 0
15, 15, 8.6748e-05, 0, 0
0, 0, 3.7367e-05, 0, 0
5, 5, 5.3369e-05, 0, 0
8, 8, 6.6573e-05, 0, 0
10, 10, 7.519e-05, 0, 0
5, 5, 7.8725e-05, 0, 0
3, 3, 4.6449e-05, 0, 0
5, 5, 5.8256e-05, 0, 0
16, 16, 0.000123102, 0, 0
15, 15, 8.9793e-05, 0, 0
10, 10, 0.00010219, 0, 0
2, 2, 4.5216e-05, 0, 0
16, 16, 9.1652e-05, 0, 0
11, 11, 8.0138e-05, 0, 0
4, 4, 4.9639e-05, 0, 0
13, 13, 8.4439e-05, 0, 0
8, 8, 6.6392e-05, 0, 0
5, 5, 5.2616e-05, 0, 0
10, 10, 7.3251e-05, 0, 0
13, 13, 0.000118215, 0, 0
10, 10, 7.3934e-05, 0, 0
3, 3, 4.6519e-05, 0, 0
13, 13, 8.3499e-05, 0, 0
16, 16, 9.1409e-05, 0, 0
0, 0, 3.5566e-05, 0, 0
7, 7, 5.882e-05, 0, 0
7, 7, 6.3043e-05, 0, 0
9, 9, 6.9859e-05, 0, 0
14, 14, 9.8959e-05, 0, 0
16, 16, 9.1326e-05, 0, 0
2, 2, 4.0384e-05, 0, 0
8, 8, 6.6532e-05, 0, 0
16, 16, 9.0942e-05, 0, 0
11, 11, 7.9314e-05, 0, 0
10, 10, 7.66e-05, 0, 0
2, 2, 4.2821e-05, 0, 0
8, 8, 6.4932e-05, 0, 0
2, 2, 4.5067e-05, 0, 0
10, 10, 7.4515e-05, 0, 0
15, 15, 8.906e-05, 0, 0
8, 8, 6.7392e-05, 0, 0
13, 13, 8.4401e-05, 0, 0
8, 8, 6.5933e-05, 0, 0
